columna,"CUADRO 12 - Defunciones por grupos de edad y sexo, según departamentos de residencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
3.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,83,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,2,0,2,4,0,3,3,0,5,8,0,2,3,0,4,7,0,6,2,0,2,5,0,2,5,0,3,3,0,1,1,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,050 Enfermedades hipertensivas,9818,4705,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,0,1,3,0,2,4,0,8,8,0,15,7,0,19,17,0,46,33,0,59,38,0,99,85,0,191,127,0,287,176,0,378,280,0,506,395,0,652,546,0,801,811,0,769,1039,0,576,927,0,230,481,0,63,132,0,0,0,0,2023,defunciones,Cuadro12
3.0,,051 Enfermedades isquémicas del corazón,46063,24715,21348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,6,0,41,13,0,59,16,0,108,32,0,143,70,0,251,125,0,435,209,0,769,357,0,1302,547,0,2008,941,0,2576,1351,0,3088,1844,0,3345,2554,0,3742,3349,0,3342,4021,0,2327,3646,0,952,1708,0,202,558,0,0,0,0,2023,defunciones,Cuadro12
3.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,1194,480,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,4,2,0,7,8,0,5,16,0,13,12,0,11,20,0,16,23,0,18,30,0,19,33,0,19,33,0,40,40,0,46,50,0,52,47,0,53,90,0,72,95,0,43,100,0,42,68,0,13,31,0,3,12,0,0,0,0,2023,defunciones,Cuadro12
3.0,,053 Todas las demás formas de enfermedad del corazón,5082,2644,2438,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,8,9,0,2,5,0,6,6,0,11,8,0,8,11,0,14,18,0,24,7,0,24,20,0,42,18,0,44,16,0,58,29,0,48,24,0,84,43,0,112,62,0,138,97,0,193,128,0,270,191,0,303,247,0,368,306,0,350,360,0,288,423,0,173,264,0,63,111,0,11,33,0,0,0,0,2023,defunciones,Cuadro12
3.0,,054 Insuficiencia cardíaca,1694,881,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,3,0,0,5,2,0,6,2,0,9,5,0,11,2,0,6,11,0,14,11,0,21,16,0,43,22,0,51,42,0,91,52,0,93,63,0,129,100,0,144,129,0,131,150,0,89,128,0,29,57,0,4,17,0,0,0,0,2023,defunciones,Cuadro12
3.0,,055 Enfermedades cerebrovasculares,17125,7988,9137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,0,0,1,0,0,1,6,0,7,7,0,8,7,0,16,17,0,30,18,0,31,20,0,49,43,0,91,65,0,123,145,0,182,195,0,289,259,0,432,362,0,649,487,0,800,716,0,1065,946,0,1114,1187,0,1251,1464,0,994,1488,0,624,1151,0,187,451,0,34,99,0,0,0,0,2023,defunciones,Cuadro12
3.0,,056 Aterosclerosis,64,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,1,0,4,3,0,4,1,0,3,1,0,6,4,0,6,6,0,1,2,0,6,3,0,1,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,057 Aneurisma aórtico,1679,1104,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,3,1,0,10,2,0,10,2,0,14,9,0,40,14,0,35,13,0,77,20,0,112,35,0,147,74,0,175,65,0,193,83,0,127,122,0,99,71,0,39,39,0,17,17,0,1,3,0,0,0,0,2023,defunciones,Cuadro12
3.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,1809,813,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,2,0,0,5,4,0,6,4,0,3,11,0,11,19,0,19,30,0,18,19,0,23,26,0,45,46,0,64,55,0,73,85,0,101,108,0,110,103,0,121,150,0,100,135,0,76,109,0,31,67,0,2,20,0,0,0,0,2023,defunciones,Cuadro12
3.0,,059 Neumonía,8801,4624,4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,44,0,33,17,0,26,21,0,19,22,0,27,12,0,15,15,0,36,22,0,43,21,0,63,23,0,69,36,0,77,44,0,98,66,0,112,76,0,142,106,0,211,129,0,280,181,0,343,243,0,469,352,0,552,436,0,668,587,0,649,711,0,423,626,0,165,293,0,35,94,0,0,0,0,2023,defunciones,Cuadro12
3.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,15549,8039,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,5,0,2,5,0,1,1,0,1,4,0,6,3,0,12,5,0,19,7,0,14,14,0,20,17,0,47,25,0,84,26,0,141,110,0,371,225,0,645,345,0,990,528,0,1162,815,0,1467,1315,0,1491,1634,0,1051,1502,0,411,716,0,98,207,0,0,0,0,2023,defunciones,Cuadro12
3.0,,061 Enfermedades del pulmón debidas a agentes externos,1506,691,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,1,0,0,1,0,0,2,1,0,2,1,0,3,1,0,3,2,0,3,1,0,2,0,0,7,5,0,12,6,0,9,6,0,16,6,0,20,8,0,26,22,0,37,31,0,63,44,0,96,79,0,119,124,0,121,186,0,95,171,0,37,90,0,12,27,0,0,0,0,2023,defunciones,Cuadro12
3.0,,062 Todas las demás enfermedades del sistema respiratorio,3005,1618,1387,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,46,33,0,27,16,0,20,17,0,18,18,0,8,7,0,10,8,0,16,9,0,25,13,0,28,14,0,24,16,0,30,19,0,32,28,0,36,30,0,65,38,0,75,60,0,123,94,0,161,117,0,170,142,0,193,147,0,192,174,0,161,163,0,111,147,0,30,50,0,10,25,0,1,0,0,2023,defunciones,Cuadro12
3.0,,063 Úlcera,1180,646,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,1,1,0,4,2,0,7,3,0,6,2,0,11,4,0,15,10,0,19,13,0,28,13,0,50,18,0,63,28,0,76,56,0,106,72,0,106,85,0,74,92,0,49,90,0,24,30,0,4,11,0,0,0,0,2023,defunciones,Cuadro12
3.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,887,466,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,1,0,5,0,0,4,1,0,3,0,0,8,4,0,6,3,0,12,3,0,13,11,0,18,10,0,28,20,0,51,17,0,52,21,0,66,40,0,65,84,0,60,85,0,45,70,0,18,30,0,6,13,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",2499,1321,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,0,2,1,0,5,5,0,3,1,0,8,6,0,6,4,0,15,4,0,18,12,0,23,9,0,21,13,0,23,14,0,29,16,0,38,22,0,64,34,0,84,66,0,127,97,0,158,132,0,180,145,0,238,222,0,155,189,0,78,120,0,28,51,0,9,8,0,0,0,0,2023,defunciones,Cuadro12
3.0,,066 Enfermedades del hígado,3420,1950,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0,0,3,1,0,0,1,0,3,0,0,8,4,0,4,5,0,11,9,0,19,15,0,30,12,0,43,27,0,97,34,0,147,57,0,198,122,0,259,132,0,296,220,0,273,249,0,229,225,0,181,190,0,106,110,0,28,36,0,7,14,0,2,3,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",2486,1123,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,4,6,0,8,10,0,22,8,0,20,19,0,24,21,0,36,25,0,43,40,0,65,73,0,107,115,0,105,119,0,109,145,0,157,147,0,155,222,0,148,223,0,84,133,0,26,45,0,4,9,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",1878,864,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,1,2,0,2,1,0,3,1,0,3,4,0,4,5,0,16,6,0,16,7,0,13,13,0,14,18,0,13,21,0,47,19,0,50,38,0,67,68,0,86,95,0,115,128,0,132,157,0,116,171,0,97,143,0,47,81,0,16,29,0,2,4,0,0,0,0,2023,defunciones,Cuadro12
3.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,1013,471,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,2,3,0,3,2,0,2,2,0,4,1,0,4,7,0,2,7,0,6,7,0,6,8,0,14,12,0,19,16,0,8,15,0,23,25,0,36,33,0,36,40,0,50,56,0,74,54,0,69,71,0,43,63,0,41,61,0,21,36,0,4,17,0,1,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,070 Hemorragia gastrointestinal,1081,548,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,2,0,4,3,0,3,1,0,3,4,0,9,3,0,6,5,0,9,9,0,17,7,0,23,11,0,21,24,0,53,27,0,61,44,0,77,57,0,73,81,0,96,113,0,56,93,0,30,34,0,4,11,0,0,0,0,2023,defunciones,Cuadro12
3.0,,071 Enfermedades de la piel y del tejido subcutáneo,1488,634,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,3,0,2,2,0,2,0,0,2,0,0,4,0,0,7,1,0,7,1,0,14,2,0,5,6,0,16,13,0,17,12,0,21,27,0,29,21,0,37,50,0,65,68,0,73,84,0,82,90,0,90,125,0,76,163,0,51,103,0,28,61,0,3,19,0,0,0,0,2023,defunciones,Cuadro12
3.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,2162,689,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,3,0,7,15,0,9,30,0,12,51,0,13,33,0,15,46,0,19,54,0,16,48,0,28,68,0,34,82,0,56,100,0,57,124,0,81,127,0,77,105,0,75,121,0,71,165,0,64,140,0,34,99,0,14,54,0,1,7,0,0,0,0,2023,defunciones,Cuadro12
3.0,,073 Enfermedades glomerulares y tubulointersticiales,462,215,247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,3,2,0,0,1,0,1,2,0,5,0,0,2,3,0,5,5,0,3,6,0,6,8,0,4,12,0,11,12,0,11,21,0,15,14,0,30,24,0,27,19,0,18,31,0,23,34,0,23,20,0,19,21,0,3,7,0,1,2,0,0,0,0,2023,defunciones,Cuadro12
3.0,,074 Insuficiencia renal,2160,1283,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,1,0,0,0,0,0,1,0,2,2,0,4,2,0,4,4,0,10,10,0,9,9,0,25,14,0,17,11,0,33,11,0,42,32,0,53,40,0,84,58,0,120,73,0,152,93,0,188,110,0,183,115,0,164,139,0,129,96,0,44,38,0,14,16,0,0,0,0,2023,defunciones,Cuadro12
3.0,,075 Todas las demás enfermedades del sistema urinario,3753,1489,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,4,0,2,2,0,2,2,0,1,1,0,2,3,0,0,2,0,1,6,0,6,9,0,8,9,0,8,10,0,13,17,0,17,24,0,29,48,0,28,69,0,56,89,0,104,127,0,154,179,0,210,260,0,289,354,0,262,422,0,196,389,0,81,185,0,13,47,0,0,0,0,2023,defunciones,Cuadro12
3.0,,076 Hiperplasia de la próstata,625,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,18,0,0,44,0,0,56,0,0,92,0,0,116,0,0,136,0,0,112,0,0,35,0,0,6,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,077 Trastornos de los órganos genitales,233,114,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,0,1,6,0,3,5,0,1,8,0,4,8,0,9,6,0,8,6,0,13,10,0,19,13,0,16,19,0,13,14,0,18,10,0,6,6,0,0,1,0,0,2,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"078 Embarazo, parto y puerperio",415,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,51,0,0,84,0,0,81,0,0,85,0,0,73,0,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,127,72,55,0,13,10,0,11,9,0,24,24,0,20,11,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,266,156,109,1,31,22,0,42,28,0,55,37,0,24,21,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",134,82,52,0,22,15,0,25,11,0,18,16,0,10,6,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,082 Trastornos respiratorios específicos del período perinatal,1309,752,557,0,38,23,0,111,79,0,289,199,0,144,123,0,10,6,0,109,87,0,17,14,0,4,5,0,4,1,0,2,1,0,5,6,0,5,4,0,6,4,0,0,2,0,4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,194,116,78,0,2,2,0,12,2,0,41,35,0,39,32,0,1,1,0,15,5,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,084 Infecciones específicas del período perinatal,586,346,240,0,1,3,0,28,27,0,134,80,0,125,98,0,6,5,0,45,24,0,0,1,0,0,0,0,2,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,085 Enterocolitis necrotizante del feto y del recién nacido,211,123,88,0,0,1,0,1,0,0,16,12,0,67,54,0,5,0,0,32,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,086 Todas las demás afecciones originadas en el período perinatal,308,176,131,1,11,4,1,15,9,0,67,69,0,47,26,0,0,3,0,13,10,0,5,1,0,3,1,0,3,1,0,4,2,0,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,087 Malformaciones congénitas del sistema circulatorio,976,545,430,1,7,5,1,18,23,0,102,77,0,117,86,0,3,4,0,120,94,0,37,35,0,22,20,0,19,15,0,8,9,0,17,7,0,21,4,0,11,7,0,9,7,0,5,3,0,5,2,0,8,6,0,6,1,0,1,2,0,3,3,0,1,5,0,1,7,0,1,2,0,1,3,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",1054,559,492,3,25,21,1,45,26,1,72,59,1,57,69,0,4,2,0,77,82,0,41,28,0,24,11,0,28,22,0,18,22,0,27,25,0,19,12,0,21,17,0,8,13,0,12,7,0,11,10,0,12,2,0,12,9,0,9,5,0,14,20,0,6,10,0,7,9,0,3,1,0,1,2,0,3,1,0,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"089 Signos, síntomas y afecciones mal definidas",4431,2726,1697,8,1,0,0,0,1,0,6,0,0,4,2,0,0,0,0,58,38,0,24,24,0,28,21,0,23,20,0,18,19,0,21,23,0,55,25,0,112,40,0,139,37,0,136,34,0,128,47,0,118,54,0,131,40,0,113,46,4,150,56,0,136,63,0,144,69,0,199,113,1,184,136,0,229,161,0,196,196,0,127,204,0,67,109,0,21,41,0,158,78,3,2023,defunciones,Cuadro12
3.0,,090 Accidentes de transporte de motor y secuelas,8640,7148,1492,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,0,3,2,0,8,7,0,20,24,0,26,20,0,67,20,0,565,135,0,1013,186,0,920,155,0,707,145,0,587,111,0,563,101,0,422,73,0,411,74,0,400,65,0,411,79,0,296,75,0,278,61,0,216,64,0,143,55,0,71,30,0,14,6,0,1,2,0,0,1,0,0,0,0,2023,defunciones,Cuadro12
3.0,,091 Otros accidentes de transporte terrestre,170,140,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,7,0,0,9,2,0,9,3,0,8,4,0,4,1,0,4,0,0,8,1,0,4,1,0,5,2,0,14,1,0,15,4,0,21,1,0,11,5,0,7,1,0,4,2,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,80,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,1,1,0,5,1,0,2,0,0,6,6,0,8,1,0,8,0,0,3,2,0,5,0,0,5,3,0,6,1,0,2,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,093 Caídas,1702,1205,497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,2,1,0,2,0,0,8,0,0,3,1,0,11,2,0,20,0,0,23,4,0,48,3,0,29,4,0,52,8,0,45,5,0,65,5,0,103,11,0,107,17,0,126,33,0,125,43,0,120,68,0,114,84,0,104,99,0,63,65,0,28,35,0,2,6,0,0,0,0,2023,defunciones,Cuadro12
3.0,,094 Accidentes por disparo de arma de fuego,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,095 Ahogamiento y sumersión accidentales,740,631,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,19,0,30,8,0,25,14,0,45,11,0,96,7,0,58,8,0,48,4,0,48,4,0,26,4,0,42,5,0,35,1,0,37,2,0,27,4,0,21,6,0,25,4,0,17,2,0,8,1,0,7,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,096 Otros accidentes que obstruyen la respiración,463,316,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,11,3,0,7,5,0,4,9,0,10,1,0,8,3,0,13,4,0,15,3,0,13,1,0,20,1,0,18,4,0,19,1,0,20,2,0,21,9,0,21,10,0,20,10,0,17,12,0,25,10,0,18,19,0,18,15,0,12,11,0,1,9,0,0,3,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",269,248,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,2,0,8,2,0,15,1,0,20,2,0,39,1,0,32,3,0,30,0,0,28,2,0,18,0,0,15,1,0,15,1,0,7,2,0,6,0,0,4,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"098 Exposición al humo, fuego y llamas",132,96,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,2,0,1,2,0,2,1,0,3,1,0,9,2,0,4,2,0,7,1,0,5,1,0,10,1,0,4,1,0,7,1,0,11,1,0,3,3,0,3,2,0,7,3,0,4,3,0,5,2,0,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",303,251,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,3,0,4,3,0,3,1,0,1,1,0,11,6,0,26,2,0,35,4,0,25,6,0,34,6,0,26,4,0,22,2,0,10,4,0,15,1,0,12,3,0,8,1,0,7,2,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,3301,2559,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,60,0,232,139,0,376,112,0,277,81,0,258,66,0,191,44,0,180,64,0,162,38,0,177,28,0,148,32,0,148,28,0,129,19,0,100,17,0,64,7,0,36,4,0,23,2,0,3,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,101 Agresiones (homicidios) y secuelas,14321,13289,1026,6,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,3,0,4,0,0,5,4,0,10,13,0,14,9,0,37,18,0,1105,97,0,2416,150,0,2560,157,0,2156,134,0,1548,120,0,1166,102,1,754,68,1,549,53,2,366,27,0,254,25,0,175,14,0,83,12,0,45,4,0,25,8,1,7,3,0,1,1,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,102 Eventos de intención no determinada y secuelas,2169,1645,504,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,6,3,0,6,4,0,15,3,0,14,11,0,18,19,0,63,22,1,115,18,0,126,29,0,140,23,1,94,19,0,114,19,0,80,16,0,114,15,1,98,25,0,121,30,3,101,15,0,124,31,3,103,28,0,84,50,3,59,52,1,34,44,1,9,17,0,1,8,1,2,0,5,2023,defunciones,Cuadro12
3.0,,103 Intervención legal y operaciones de guerra y secuelas,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro12
3.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,335,155,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,4,1,0,0,4,0,4,4,0,3,5,0,3,6,0,2,10,0,1,11,0,11,13,0,12,11,0,14,11,0,18,15,0,15,16,0,23,17,0,19,17,0,8,17,0,12,11,0,3,3,0,1,1,0,0,0,0,2023,defunciones,Cuadro12
3.0,,105 Otros accidentes y secuelas,1662,1103,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,3,0,14,2,0,8,4,0,14,4,0,35,8,0,54,6,0,73,11,0,54,4,0,72,11,0,68,7,0,74,7,0,71,6,0,70,12,0,65,14,0,69,15,0,73,18,0,50,72,0,73,87,0,82,115,0,52,95,0,21,47,0,3,8,0,1,0,0,2023,defunciones,Cuadro12
